Time(ms),Engine RPM(1/min),Vehicle speed(km/h),Throttle(%),Engine load(mg/stk),Intake air temperature(V),Engine coolant temperature(V),Ignition(Deg),Injection(ms),Battery(V),Vanos angle(Deg),Lambda integrator 1(),Lambda integrator 2(),TPS(V),MAF(V),Knock 1(V),Knock 2(V),Additive correction 1(ms),Additive correction 2(ms),Multiplicative correction 1(ms),Multiplicative correction 2(ms),Idle load(),Part load(),Full load(),Vanos advanced()
4958,848,0,22.3529,168.712,153.00,43.00,12.00,1.47,14.17,19.88,0.00,0.00,-,1.25,0.12,0.02,-,-,-,-,Not active,Active,Not active,Not active
5357,1196,0,22.3529,126.577,153.00,43.00,14.62,1.13,14.17,19.50,0.00,0.00,-,1.25,0.20,0.02,-,-,-,-,Not active,Active,Not active,Not active
5789,770,0,22.7451,189.399,154.00,43.00,12.00,2.61,14.17,20.25,0.00,0.00,-,1.23,0.16,0.06,-,-,-,-,Not active,Active,Not active,Not active
6237,976,0,23.1373,160.806,154.00,43.00,13.50,1.17,13.76,20.25,0.00,0.00,-,1.35,0.10,0.00,-,-,-,-,Not active,Active,Not active,Not active
6669,1117,0,23.5294,141.752,155.00,43.00,13.88,1.53,14.27,20.25,0.00,0.00,-,1.37,0.20,0.04,-,-,-,-,Not active,Active,Not active,Not active
7116,911,0,23.9216,189.059,154.00,43.00,12.38,2.65,13.87,19.88,0.00,0.00,-,1.37,0.25,0.04,-,-,-,-,Not active,Active,Not active,Not active
7548,1221,0,24.3137,154.702,155.00,43.00,16.50,1.47,14.17,19.50,0.00,0.00,-,1.50,0.14,0.10,-,-,-,-,Not active,Active,Not active,Not active
7996,1307,0,24.7059,145.588,156.00,43.00,17.62,1.42,13.97,20.25,0.00,0.00,-,1.50,0.14,0.12,-,-,-,-,Not active,Active,Not active,Not active
8428,1511,0,25.8824,153.515,156.00,44.00,20.25,1.94,14.17,20.25,0.00,0.00,-,1.82,0.45,0.29,-,-,-,-,Not active,Active,Not active,Not active
8875,1727,0,28.2353,299.189,156.00,44.00,24.75,3.71,14.17,20.25,0.00,0.00,-,1.95,0.61,0.25,-,-,-,-,Not active,Active,Not active,Not active
9307,2036,0,32.1569,253.789,156.00,44.00,25.88,3.32,14.27,19.50,0.00,0.00,-,2.73,0.84,0.23,-,-,-,-,Not active,Active,Not active,Not active
9755,2534,0,40.3922,332.168,157.00,44.00,28.50,4.67,14.17,20.62,0.00,0.00,-,3.10,1.07,0.41,-,-,-,-,Not active,Active,Not active,Not active
10187,3158,0,39.2157,335.157,158.00,44.00,33.75,4.63,13.87,20.25,0.00,0.00,-,2.97,0.88,0.43,-,-,-,-,Active,Not active,Not active,Not active
10635,3213,0,13.7255,61.3807,160.00,44.00,10.88,0.85,14.27,19.88,0.00,0.00,-,1.17,0.64,0.31,-,-,-,-,Active,Not active,Not active,Not active
11066,2486,0,13.7255,45.2513,161.00,44.00,-6.38,1.03,14.27,20.25,0.00,0.00,-,1.05,0.27,0.29,-,-,-,-,Not active,Active,Not active,Not active
11514,1939,0,21.9608,61.5927,161.00,44.00,19.88,1.14,14.27,19.50,0.00,0.00,-,1.50,0.86,0.14,-,-,-,-,Not active,Active,Not active,Not active
11962,2079,0,23.9216,94.8688,160.00,44.00,20.62,1.17,14.27,19.88,0.00,0.00,-,1.62,0.43,0.41,-,-,-,-,Not active,Active,Not active,Not active
12393,1977,0,25.098,121.532,160.00,44.00,24.00,1.59,14.27,19.50,0.00,0.00,-,1.74,0.47,0.53,-,-,-,-,Not active,Active,Not active,Not active
12841,2081,0,25.098,119.476,160.00,44.00,24.00,1.52,14.27,19.88,0.00,0.00,-,1.72,0.70,0.20,-,-,-,-,Not active,Active,Not active,Not active
13273,2132,0,25.098,120.515,160.00,44.00,24.75,1.53,14.17,19.50,0.00,0.00,-,1.70,0.43,0.23,-,-,-,-,Not active,Active,Not active,Not active
13721,2148,0,25.098,121.553,160.00,44.00,24.75,1.53,14.17,19.12,0.00,0.00,-,1.74,0.43,0.23,-,-,-,-,Not active,Active,Not active,Not active
14153,2165,0,15.6863,59.0069,159.00,45.00,21.00,1.09,14.17,19.12,0.00,0.00,-,1.07,0.59,0.21,-,-,-,-,Active,Not active,Not active,Not active
14601,2138,0,13.7255,44.8274,160.00,45.00,15.75,1.08,14.27,19.12,0.00,0.00,-,1.05,0.55,0.33,-,-,-,-,Active,Not active,Not active,Not active
15032,2051,0,13.7255,44.6791,159.00,45.00,4.88,1.09,13.97,19.88,0.00,0.00,-,0.70,0.66,0.59,-,-,-,-,Active,Not active,Not active,Not active
15480,2009,0,13.7255,35.2473,159.00,45.00,5.62,1.10,14.27,19.50,0.00,0.00,-,0.64,0.72,0.31,-,-,-,-,Active,Not active,Not active,Not active
15880,1925,0,13.7255,36.0739,158.00,45.00,6.75,1.12,14.27,19.50,0.00,0.00,-,0.61,0.80,0.57,-,-,-,-,Active,Not active,Not active,Not active
16280,1832,0,13.7255,33.3609,158.00,45.00,7.88,1.12,14.27,20.25,0.00,0.00,-,0.61,0.66,0.20,-,-,-,-,Active,Not active,Not active,Not active
16711,1333,0,13.7255,48.9604,158.00,45.00,15.00,1.11,14.17,19.88,0.00,0.00,-,0.66,0.23,0.08,-,-,-,-,Active,Not active,Not active,Not active
17159,966,0,13.7255,74.7548,158.00,45.00,1.88,1.11,14.17,20.25,0.00,0.00,-,0.53,0.08,0.02,-,-,-,-,Not active,Active,Not active,Not active
17559,890,0,17.2549,81.1557,158.00,45.00,14.25,1.16,14.17,19.88,0.00,0.00,-,0.82,0.08,0.02,-,-,-,-,Not active,Active,Not active,Not active
17959,860,0,17.6471,104.979,157.00,45.00,12.00,1.15,14.27,19.88,0.00,0.00,-,0.92,0.16,0.02,-,-,-,-,Not active,Active,Not active,Not active
18359,838,0,31.7647,593.396,157.00,45.00,13.88,3.40,14.17,20.25,0.00,0.00,-,2.42,0.14,0.14,-,-,-,-,Not active,Active,Not active,Not active
18758,878,0,66.2745,588.5,157.00,45.00,10.12,9.65,14.17,20.25,0.00,0.00,-,1.99,0.14,0.02,-,-,-,-,Active,Active,Not active,Not active
19158,912,0,87.451,566.564,156.00,45.00,9.00,10.59,13.87,20.25,0.00,0.00,-,1.99,0.33,0.04,-,-,-,-,Active,Active,Not active,Not active
19558,918,0,87.451,562.876,157.00,45.00,10.88,10.54,14.17,20.25,0.00,0.00,-,1.97,0.21,0.08,-,-,-,-,Active,Active,Not active,Not active
19957,920,0,87.451,561.646,158.00,45.00,10.88,10.52,14.17,20.25,0.00,0.00,-,2.01,0.08,0.06,-,-,-,-,Active,Active,Not active,Not active
20358,903,0,87.451,572.223,158.00,45.00,11.25,10.46,14.17,20.25,0.00,0.00,-,1.97,0.20,0.02,-,-,-,-,Active,Active,Not active,Not active
20757,894,0,87.451,577.988,159.00,45.00,10.88,10.41,14.27,20.25,0.00,0.00,-,2.03,0.21,0.04,-,-,-,-,Active,Active,Not active,Not active
21157,878,0,87.451,588.5,159.00,45.00,10.50,10.34,14.27,19.88,0.00,0.00,-,1.97,0.33,0.08,-,-,-,-,Active,Active,Not active,Not active
21557,948,0,83.5294,545.051,160.00,45.00,11.62,10.33,14.17,19.88,0.00,0.00,-,2.01,0.45,0.06,-,-,-,-,Not active,Active,Not active,Not active
21957,978,0,40,528.328,161.00,45.00,12.00,9.57,14.17,19.50,0.00,0.00,-,1.97,0.25,0.10,-,-,-,-,Not active,Active,Not active,Not active
22357,1022,0,31.3725,241.92,161.00,45.00,15.75,5.53,14.17,20.25,0.00,0.00,-,1.56,0.12,0.06,-,-,-,-,Not active,Active,Not active,Not active
22756,1005,0,26.2745,200.399,162.00,45.00,15.38,2.91,14.27,20.62,0.00,0.00,-,1.50,0.18,0.06,-,-,-,-,Not active,Active,Not active,Not active
23188,1031,0,25.4902,198.046,161.00,45.00,15.75,2.77,14.17,19.88,0.00,0.00,-,1.33,0.14,0.04,-,-,-,-,Not active,Active,Not active,Not active
23636,1055,0,21.1765,136.92,161.00,45.00,13.88,1.11,14.27,19.88,0.00,0.00,-,1.11,0.21,0.02,-,-,-,-,Not active,Active,Not active,Not active
24068,1060,0,18.8235,98.26,161.00,45.00,13.88,1.11,14.17,19.88,0.00,0.00,-,0.96,0.20,0.04,-,-,-,-,Not active,Active,Not active,Not active
24515,1074,0,18.8235,96.9883,161.00,45.00,13.88,1.11,14.27,20.25,0.00,0.00,-,0.98,0.18,0.02,-,-,-,-,Not active,Active,Not active,Not active
24947,1073,0,19.2157,97.0731,161.00,45.00,13.88,1.11,13.97,20.25,0.00,0.00,-,1.13,0.16,0.02,-,-,-,-,Not active,Active,Not active,Not active
25395,1070,0,22.3529,142.791,161.00,45.00,14.25,1.11,14.27,20.25,0.00,0.00,-,1.27,0.16,0.04,-,-,-,-,Active,Not active,Not active,Not active
25827,1166,0,13.7255,79.7992,161.00,45.00,12.00,1.11,14.27,20.25,0.00,0.00,-,0.80,0.16,0.12,-,-,-,-,Active,Not active,Not active,Not active
26274,1261,0,17.6471,69.3924,160.00,45.00,4.88,1.25,14.27,20.25,0.00,0.00,-,0.96,0.43,0.12,-,-,-,-,Not active,Active,Not active,Not active
26706,1457,0,22.3529,86.7511,160.00,45.00,14.25,1.15,14.27,20.25,0.00,0.00,-,1.50,0.29,0.12,-,-,-,-,Not active,Active,Not active,Not active
27154,1467,0,32.9412,352.219,160.00,45.00,20.62,4.52,13.87,19.88,0.00,0.00,-,2.34,0.45,0.21,-,-,-,-,Not active,Active,Not active,Not active
27586,1531,0,40,337.488,159.00,45.00,20.25,5.23,14.27,20.25,0.00,0.00,-,2.50,0.51,0.35,-,-,-,-,Not active,Active,Not active,Not active
28033,1644,0,40.7843,314.301,159.00,45.00,23.25,4.54,14.27,19.50,0.00,0.00,-,2.60,0.76,0.51,-,-,-,-,Not active,Active,Not active,Not active
28465,1755,0,40.7843,294.42,161.00,45.00,25.50,3.93,13.87,20.25,0.00,0.00,-,2.65,0.55,0.31,-,-,-,-,Not active,Active,Not active,Not active
28913,1860,0,40.7843,309.913,162.00,45.00,26.62,4.17,14.27,19.12,0.00,0.00,-,2.81,0.64,0.27,-,-,-,-,Not active,Active,Not active,Not active
29361,1974,0,40,349.717,162.00,45.00,25.12,5.19,14.27,19.50,0.00,0.00,-,2.79,0.96,0.51,-,-,-,-,Not active,Active,Not active,Not active
29792,2072,0,37.2549,249.38,163.00,45.00,25.88,3.50,14.17,21.00,0.00,0.00,-,2.56,1.05,0.16,-,-,-,-,Active,Not active,Not active,Not active
30240,2327,0,13.7255,65.6409,165.00,45.00,18.38,1.06,13.87,19.88,0.00,0.00,-,1.13,0.29,0.31,-,-,-,-,Active,Not active,Not active,Not active
30672,2003,0,13.7255,45.0606,165.00,45.00,5.25,1.04,14.27,19.88,0.00,0.00,-,0.84,0.66,0.16,-,-,-,-,Active,Not active,Not active,Not active
31120,1526,0,14.1176,51.8642,165.00,45.00,11.62,1.09,14.27,20.25,0.00,0.00,-,0.66,0.39,0.12,-,-,-,-,Not active,Active,Not active,Not active
31551,1517,0,30.9804,340.604,164.00,45.00,20.25,2.57,14.27,19.88,0.00,0.00,-,2.93,0.35,0.27,-,-,-,-,Not active,Active,Not active,Not active
31999,1545,0,78.4314,334.436,163.00,45.00,21.00,5.18,14.27,19.12,0.00,0.00,-,2.60,0.59,0.23,-,-,-,-,Active,Active,Not active,Not active
32431,1645,0,87.8431,314.11,163.00,45.00,23.62,4.50,14.27,20.25,0.00,0.00,-,2.62,0.64,0.49,-,-,-,-,Active,Active,Not active,Not active
32879,1694,0,87.8431,305.017,163.00,45.00,24.75,4.21,14.27,19.50,0.00,0.00,-,2.67,0.74,0.35,-,-,-,-,Active,Active,Not active,Not active
33279,1757,0,87.8431,317.014,164.00,45.00,25.50,4.91,13.76,19.12,0.00,0.00,-,2.75,0.90,0.41,-,-,-,-,Active,Active,Not active,Not active
33678,1833,0,87.8431,381.913,165.00,45.00,24.38,6.08,14.27,19.12,0.00,0.00,-,2.81,0.90,0.33,-,-,-,-,Active,Active,Not active,Not active
34078,1882,0,87.8431,366.801,165.00,45.00,24.00,6.25,14.27,19.12,0.00,0.00,-,2.87,0.78,0.25,-,-,-,-,Active,Active,Not active,Not active
34478,1937,0,87.8431,387.953,166.00,45.00,24.00,6.46,14.27,19.88,0.00,0.00,-,2.89,0.49,0.37,-,-,-,-,Active,Active,Not active,Not active
34878,1999,0,87.8431,384.244,167.00,45.00,24.00,6.50,14.17,19.12,0.00,0.00,-,2.89,1.05,0.33,-,-,-,-,Active,Active,Not active,Not active
35278,2058,0,87.8431,386.067,167.00,45.00,24.38,6.63,14.27,19.12,0.00,0.00,-,2.99,0.57,0.25,-,-,-,-,Active,Active,Not active,Not active
35677,2108,0,87.8431,403.913,167.00,44.00,24.38,6.84,13.97,19.88,0.00,0.00,-,2.97,0.31,0.27,-,-,-,-,Active,Active,Not active,Not active
36077,2160,0,87.8431,403.828,169.00,44.00,24.38,6.90,14.17,19.88,0.00,0.00,-,3.06,0.64,0.37,-,-,-,-,Active,Active,Not active,Not active
36477,2214,0,87.8431,419.089,169.00,44.00,24.38,7.02,14.27,21.38,0.00,0.00,-,3.12,0.55,0.29,-,-,-,-,Active,Active,Not active,Not active
36877,2290,0,87.8431,411.84,169.00,44.00,24.75,7.24,14.07,21.00,0.00,0.00,-,3.16,0.49,0.23,-,-,-,-,Active,Active,Not active,Not active
37277,2356,0,87.8431,424.472,169.00,44.00,24.75,7.41,14.17,20.62,0.00,0.00,-,3.28,0.45,0.55,-,-,-,-,Active,Active,Not active,Not active
37708,2422,0,87.8431,420.954,170.00,44.00,25.12,7.32,14.17,20.62,0.00,0.00,-,3.26,0.66,0.41,-,-,-,-,Active,Active,Not active,Not active
38156,2499,0,87.8431,430.767,170.00,44.00,25.12,7.41,14.07,20.62,0.00,0.00,-,3.30,0.43,0.29,-,-,-,-,Active,Active,Not active,Not active
38588,2561,0,87.8431,432.272,171.00,44.00,25.88,7.43,14.07,20.25,0.00,0.00,-,3.36,0.29,0.45,-,-,-,-,Active,Active,Not active,Not active
39036,2657,0,87.8431,413.514,171.00,44.00,27.38,7.40,13.97,21.00,0.00,0.00,-,3.40,0.61,0.55,-,-,-,-,Active,Active,Not active,Not active
39436,2717,0,87.8431,444.247,172.00,44.00,27.75,7.70,14.27,20.62,0.00,0.00,-,3.49,0.62,0.37,-,-,-,-,Active,Active,Not active,Not active
39836,2806,0,87.8431,450.457,172.00,44.00,28.88,7.88,14.27,20.62,0.00,0.00,-,3.51,0.86,0.47,-,-,-,-,Active,Active,Not active,Not active
40267,2859,0,87.8431,458.151,172.00,44.00,29.25,7.91,14.27,19.88,0.00,0.00,-,3.57,0.82,0.53,-,-,-,-,Active,Active,Not active,Not active
40715,2947,0,87.8431,462.835,172.00,44.00,30.38,8.11,14.27,20.25,0.00,0.00,-,3.65,1.02,0.49,-,-,-,-,Active,Active,Not active,Not active
41147,3020,0,87.8431,474.196,172.00,44.00,31.12,8.14,13.97,20.25,0.00,0.00,-,3.69,1.05,0.45,-,-,-,-,Active,Active,Not active,Not active
41594,3111,0,87.8431,468.812,172.00,44.00,30.75,8.21,14.27,19.88,0.00,0.00,-,3.69,1.13,0.64,-,-,-,-,Active,Active,Not active,Not active
42026,3193,0,87.8431,475.913,173.00,44.00,31.12,8.37,13.97,20.25,0.00,0.00,-,3.81,0.80,0.66,-,-,-,-,Active,Active,Not active,Not active
42474,3254,0,87.8431,498.146,173.00,44.00,31.12,8.54,13.87,20.25,0.00,0.00,-,3.86,1.13,1.13,-,-,-,-,Active,Active,Not active,Not active
42906,3340,0,87.8431,502.788,173.00,44.00,31.50,8.71,14.17,20.25,0.00,0.00,-,3.94,1.03,0.74,-,-,-,-,Active,Active,Not active,Not active
43354,3445,0,87.8431,532.228,173.00,44.00,29.62,9.60,14.27,19.50,0.00,0.00,-,4.08,0.90,1.00,-,-,-,-,Active,Active,Not active,Not active
43785,3535,0,87.8431,542.253,173.00,44.00,28.88,10.22,14.07,20.25,0.00,0.00,-,4.22,1.21,0.61,-,-,-,-,Active,Active,Not active,Not active
44233,3630,0,87.8431,571.672,173.00,44.00,27.00,10.67,13.97,19.12,0.00,0.00,-,4.29,1.21,0.90,-,-,-,-,Active,Active,Not active,Not active
44665,3706,0,87.8431,597.805,173.00,44.00,25.50,10.93,13.87,19.88,0.00,0.00,-,4.37,1.44,2.05,-,-,-,-,Active,Active,Not active,Not active
45112,3835,0,87.8431,618.258,173.00,44.00,22.88,11.41,13.97,19.12,0.00,0.00,-,4.63,1.58,0.59,-,-,-,-,Active,Active,Not active,Not active
45544,3920,0,87.8431,675.718,173.00,44.00,19.50,12.44,14.07,20.25,0.00,0.00,-,4.92,1.23,0.51,-,-,-,-,Active,Active,Not active,Not active
45992,4050,0,87.8431,1097.5,172.00,44.00,22.88,11.03,14.27,19.12,0.00,0.00,-,4.98,1.07,0.45,-,-,-,-,Active,Active,Not active,Not active
46440,4211,0,87.8431,1055.53,172.00,44.00,23.25,11.00,13.87,19.12,0.00,0.00,-,4.98,0.57,1.72,-,-,-,-,Active,Active,Not active,Not active
46872,4352,0,87.8431,1021.34,172.00,44.00,23.62,10.93,13.97,19.50,0.00,0.00,-,4.98,0.76,0.21,-,-,-,-,Active,Active,Not active,Not active
47319,4426,0,87.8431,1004.26,171.00,44.00,16.50,13.03,13.87,19.88,0.00,0.00,-,4.98,0.47,0.23,-,-,-,-,Active,Active,Not active,Not active
47719,4614,0,87.8431,963.334,170.00,44.00,16.50,12.95,14.17,19.12,0.00,0.00,-,4.98,0.74,0.49,-,-,-,-,Active,Active,Not active,Not active
48151,4731,0,87.8431,939.511,169.00,44.00,16.88,12.98,13.87,19.50,0.00,0.00,-,4.98,0.80,0.57,-,-,-,-,Active,Active,Not active,Not active
48599,4868,0,87.8431,913.081,168.00,44.00,17.25,13.01,13.87,20.25,0.00,0.00,-,4.98,1.13,0.74,-,-,-,-,Active,Active,Not active,Not active
49031,5037,0,87.8431,882.433,167.00,44.00,17.62,13.03,13.87,19.50,0.00,0.00,-,4.98,0.76,0.64,-,-,-,-,Active,Active,Not active,Not active
49478,5149,0,87.8431,863.251,165.00,44.00,17.25,13.01,14.17,19.12,0.00,0.00,-,4.98,1.83,0.78,-,-,-,-,Active,Active,Not active,Not active
49878,5264,0,87.8431,844.388,163.00,44.00,17.25,12.99,13.87,19.88,0.00,0.00,-,4.98,0.74,0.33,-,-,-,-,Active,Active,Not active,Not active
50278,5373,0,87.8431,827.262,163.00,44.00,16.88,12.97,13.76,19.12,0.00,0.00,-,4.98,0.84,0.29,-,-,-,-,Active,Active,Not active,Not active
50678,5488,0,87.8431,809.925,161.00,44.00,16.50,12.95,14.17,19.50,0.00,0.00,-,4.98,0.76,0.45,-,-,-,-,Active,Active,Not active,Not active
51077,5623,0,87.8431,790.468,160.00,44.00,16.12,12.92,14.07,19.88,0.00,0.00,-,4.98,0.78,0.55,-,-,-,-,Active,Active,Not active,Not active
51477,5665,0,87.8431,784.618,157.00,44.00,15.75,12.92,13.76,19.50,0.00,0.00,-,4.98,0.94,0.82,-,-,-,-,Active,Active,Not active,Not active
51877,5821,0,87.8431,763.592,156.00,44.00,15.38,12.85,13.87,18.75,0.00,0.00,-,4.98,0.64,0.94,-,-,-,-,Active,Active,Not active,Not active
52277,5870,0,87.8431,757.213,156.00,44.00,15.38,12.83,13.76,18.75,0.00,0.00,-,4.98,0.90,0.74,-,-,-,-,Active,Active,Not active,Not active
52676,5957,0,88.2353,746.149,153.00,44.00,15.38,12.71,13.87,18.75,0.00,0.00,-,4.98,0.55,0.45,-,-,-,-,Active,Active,Not active,Not active
53076,6041,0,87.8431,735.784,151.00,44.00,16.12,12.54,14.07,18.75,0.00,0.00,-,4.98,0.94,0.39,-,-,-,-,Active,Active,Not active,Not active
53476,6132,0,87.8431,724.869,149.00,43.00,16.12,12.46,14.07,18.75,0.00,0.00,-,4.98,0.68,0.53,-,-,-,-,Active,Active,Not active,Not active
53876,6195,0,88.2353,717.493,147.00,43.00,16.50,12.34,13.87,18.75,0.00,0.00,-,4.98,0.51,0.57,-,-,-,-,Active,Active,Not active,Not active
54276,6335,0,87.8431,701.639,147.00,43.00,16.50,12.25,14.17,19.12,0.00,0.00,-,4.98,1.03,1.05,-,-,-,-,Active,Active,Not active,Not active
54675,6369,0,87.8431,697.888,146.00,43.00,17.25,12.14,14.17,18.75,0.00,0.00,-,4.98,0.82,0.80,-,-,-,-,Active,Active,Not active,Not active
55107,6472,0,87.8431,686.782,144.00,43.00,17.62,12.08,13.76,18.75,0.00,0.00,-,4.98,0.62,0.62,-,-,-,-,Active,Active,Not active,Not active
55555,6573,0,88.2353,676.226,143.00,43.00,18.00,9.17,14.07,18.38,0.00,0.00,-,4.98,0.76,0.45,-,-,-,-,Not active,Active,Not active,Not active
55987,6361,0,13.7255,81.2192,142.00,43.00,37.12,1.73,14.07,19.12,0.00,0.00,-,1.58,0.90,0.59,-,-,-,-,Active,Not active,Not active,Not active
56435,5198,0,13.7255,41.9449,141.00,43.00,-23.62,0.96,14.07,19.50,0.00,0.00,-,1.41,0.64,0.37,-,-,-,-,Not active,Active,Not active,Not active
56867,4528,0,56.0784,425.468,141.00,43.00,27.38,6.77,14.17,19.12,0.00,0.00,-,4.57,0.55,0.86,-,-,-,-,Active,Not active,Not active,Not active
57314,6200,0,13.7255,39.4227,136.00,43.00,-20.25,0.96,13.97,18.75,0.00,0.00,-,1.44,0.74,0.47,-,-,-,-,Active,Not active,Not active,Not active
57746,5003,0,13.7255,32.7463,131.00,43.00,-23.62,0.96,14.17,19.88,0.00,0.00,-,1.25,0.68,0.59,-,-,-,-,Not active,Active,Not active,Not active
58194,4072,0,50.1961,442.764,116.00,43.00,18.00,4.83,14.27,20.62,0.00,0.00,-,4.22,1.89,0.53,-,-,-,-,Active,Not active,Not active,Not active
58626,6167,0,13.7255,41.2031,110.00,43.00,-1.88,0.85,13.97,19.50,0.00,0.00,-,1.42,0.43,0.27,-,-,-,-,Active,Not active,Not active,Not active
59073,5017,0,13.7255,38.1934,113.00,43.00,-23.62,0.92,14.27,18.75,0.00,0.00,-,1.46,0.92,0.68,-,-,-,-,Not active,Active,Not active,Not active
59505,6137,0,45.8824,373.223,116.00,43.00,33.00,6.13,13.97,19.88,0.00,0.00,-,2.48,0.84,0.23,-,-,-,-,Active,Not active,Not active,Not active
59953,5746,0,13.7255,40.3553,120.00,43.00,-23.62,0.96,14.07,19.12,0.00,0.00,-,1.44,0.80,0.53,-,-,-,-,Active,Not active,Not active,Not active
60385,4635,0,13.7255,24.565,120.00,43.00,-23.62,0.96,14.17,19.50,0.00,0.00,-,1.19,0.27,0.27,-,-,-,-,Not active,Active,Not active,Not active
60832,3938,0,43.9216,381.637,123.00,43.00,25.50,5.67,14.07,19.50,0.00,0.00,-,3.96,0.72,0.70,-,-,-,-,Active,Not active,Not active,Not active
61264,5363,0,13.7255,42.1992,125.00,43.00,-9.38,0.86,13.97,19.12,0.00,0.00,-,1.23,0.86,0.31,-,-,-,-,Active,Not active,Not active,Not active
61712,4319,0,13.7255,24.1199,129.00,43.00,-23.62,0.91,14.07,19.50,0.00,0.00,-,1.05,0.33,0.20,-,-,-,-,Not active,Active,Not active,Not active
62144,3862,0,34.5098,219.389,131.00,43.00,33.00,3.07,13.87,19.88,0.00,0.00,-,2.87,1.19,0.23,-,-,-,-,Active,Not active,Not active,Not active
62591,4440,0,13.7255,40.652,132.00,43.00,-14.62,0.89,13.87,20.25,0.00,0.00,-,1.15,0.53,0.45,-,-,-,-,Active,Not active,Not active,Not active
63023,3532,0,13.7255,17.2951,134.00,43.00,-23.62,0.91,13.87,19.12,0.00,0.00,-,0.39,0.53,0.35,-,-,-,-,Not active,Active,Not active,Not active
63471,2918,0,31.3725,177.063,135.00,43.00,11.62,2.66,13.76,20.25,0.00,0.00,-,2.56,0.76,0.27,-,-,-,-,Active,Not active,Not active,Not active
